Datetime,Adj Close,Close,High,Low,Open,Volume
2023-01-31 00:00:00+00:00,22857.76563,22857.76563,22864.25195,22765.56836,22840.79688,0
2023-01-31 01:00:00+00:00,22858.32813,22858.32813,22870.33789,22797.08398,22855.97852,0
2023-01-31 02:00:00+00:00,22893.31836,22893.31836,22909.50195,22847.17969,22855.14844,0
2023-01-31 03:00:00+00:00,22861.80469,22861.80469,22890.26367,22858.86914,22890.26367,0
2023-01-31 04:00:00+00:00,22862.11719,22862.11719,22874.23047,22831.37891,22859.74414,0
2023-01-31 05:00:00+00:00,22811.49023,22811.49023,22876.63477,22811.49023,22864.33984,32851968
2023-01-31 06:00:00+00:00,22836.01953,22836.01953,22865.125,22789.78125,22811.58008,158156800
2023-01-31 07:00:00+00:00,22964.65234,22964.65234,22970.19922,22831.41211,22836.19531,199002112
2023-01-31 08:00:00+00:00,22904.79297,22904.79297,22984.05469,22877.01758,22967.37695,0
2023-01-31 09:00:00+00:00,22916.36719,22916.36719,22944.98242,22905.12891,22909,0
2023-01-31 10:00:00+00:00,22860.85156,22860.85156,22915.84375,22860.85156,22915.84375,0
2023-01-31 11:00:00+00:00,22896.26953,22896.26953,22896.26953,22851.39844,22862.25,0
2023-01-31 12:00:00+00:00,22923.81445,22923.81445,22926.375,22874.43164,22891.89063,0
2023-01-31 13:00:00+00:00,23093.8457,23093.8457,23093.8457,22915.92578,22921.76367,663474176
2023-01-31 14:00:00+00:00,23150.29492,23150.29492,23167.22852,23080.98438,23097.4707,350732288
2023-01-31 15:00:00+00:00,23133.66406,23133.66406,23185.14453,23113.51563,23148.70703,0
2023-01-31 16:00:00+00:00,23124.51758,23124.51758,23194.48438,23111.45898,23133.80469,112703488
2023-01-31 17:00:00+00:00,23155.86133,23155.86133,23175.67969,23110.09375,23122.85156,0
2023-01-31 18:00:00+00:00,23184.5293,23184.5293,23186.83594,23137.81641,23155.53516,0
2023-01-31 19:00:00+00:00,23172.80859,23172.80859,23186.79688,23114.26367,23186.43164,0
2023-01-31 20:00:00+00:00,23116.26172,23116.26172,23176.63477,23083.88086,23172.70898,0
2023-01-31 21:00:00+00:00,22939.33984,22939.33984,23125.46094,22884.88672,23116.43945,621959168
2023-01-31 22:00:00+00:00,23188.6582,23188.6582,23225.02148,22897.95117,22939.14453,399417344
2023-01-31 23:00:00+00:00,23139.36328,23139.36328,23184.46094,23100.55664,23184.46094,106780672
2023-02-01 00:00:00+00:00,23095.42773,23095.42773,23151.82813,23053.23828,23137.83594,23357440
2023-02-01 01:00:00+00:00,23133.88672,23133.88672,23166.13281,23070.18945,23095.35352,43714560
2023-02-01 02:00:00+00:00,23114.66211,23114.66211,23134.9082,23098.31641,23134.9082,0
2023-02-01 03:00:00+00:00,23124.64063,23124.64063,23124.64063,23076.84766,23113.83594,21141504
2023-02-01 04:00:00+00:00,23141.24219,23141.24219,23152.44922,23122.2207,23126.60547,0
2023-02-01 05:00:00+00:00,23128.27539,23128.27539,23167.71484,23128.27539,23142.82227,0
2023-02-01 06:00:00+00:00,23071.30664,23071.30664,23127.89453,23071.30664,23127.89453,0
2023-02-01 07:00:00+00:00,23091.33594,23091.33594,23119.29102,23052.35547,23072.92969,0
2023-02-01 08:00:00+00:00,22989.93945,22989.93945,23087.86719,22979.56641,23084.26758,222179328
2023-02-01 09:00:00+00:00,23013.82422,23013.82422,23030.74219,22960.45508,22989.77148,93704192
2023-02-01 10:00:00+00:00,23016.99414,23016.99414,23026.38086,22971.46875,23013.80469,0
2023-02-01 11:00:00+00:00,23075.47656,23075.47656,23094.96094,23013.99609,23016.28125,77869056
2023-02-01 12:00:00+00:00,23073.53516,23073.53516,23100.53516,23072.34766,23072.75,0
2023-02-01 13:00:00+00:00,23104.65039,23104.65039,23136.88281,23042.43164,23071.46094,0
2023-02-01 14:00:00+00:00,23116.50977,23116.50977,23142.10938,23060.51367,23103.40039,0
2023-02-01 15:00:00+00:00,23005.1875,23005.1875,23114.95117,22978.43945,23114.95117,60555264
2023-02-01 16:00:00+00:00,22986.75391,22986.75391,23040.67188,22978.31055,22997.0918,0
2023-02-01 17:00:00+00:00,23001.41406,23001.41406,23042.14648,22964.86914,22990.98438,0
2023-02-01 18:00:00+00:00,23097.67969,23097.67969,23097.67969,22970.63281,23001.25586,391512064
2023-02-01 19:00:00+00:00,23395.91992,23395.91992,23425.71875,22877.75,23099.58984,3253686272
2023-02-01 20:00:00+00:00,23543.38867,23543.38867,23605.52539,23370.76172,23389.10156,1692719104
2023-02-01 21:00:00+00:00,23693.92383,23693.92383,23758.06836,23544.86133,23544.86133,479547392
2023-02-01 22:00:00+00:00,23713.59766,23713.59766,23764.53906,23675.13672,23692.36914,0
2023-02-01 23:00:00+00:00,23721.75781,23721.75781,23764.53906,23710.15039,23712.79492,0
2023-02-02 00:00:00+00:00,24158.63281,24158.63281,24158.63281,23715.61914,23720.82422,1869010944
2023-02-02 01:00:00+00:00,23982.06445,23982.06445,24167.21094,23981.30664,24157.88477,800360448
2023-02-02 02:00:00+00:00,23910.53711,23910.53711,23984.89648,23874.12109,23979.60547,295577600
2023-02-02 03:00:00+00:00,23884.85547,23884.85547,23936.33789,23879.07422,23911.14648,149219328
2023-02-02 04:00:00+00:00,23906.75586,23906.75586,23910.23047,23864.65625,23886.69922,152709120
2023-02-02 05:00:00+00:00,23841.25391,23841.25391,23918.79102,23841.25391,23901.45313,222814208
2023-02-02 06:00:00+00:00,23785.89648,23785.89648,23837.58789,23731.13867,23837.58789,400216064
2023-02-02 07:00:00+00:00,23785.85742,23785.85742,23829.98828,23763.96875,23785.69141,0
2023-02-02 08:00:00+00:00,23815.52539,23815.52539,23847.20313,23785.54883,23785.54883,0
2023-02-02 09:00:00+00:00,23829.23438,23829.23438,23829.23438,23775.95313,23815.81641,62177280
2023-02-02 10:00:00+00:00,23799.60742,23799.60742,23842.32227,23792.36523,23828.78711,82540544
2023-02-02 11:00:00+00:00,23825.13086,23825.13086,23845.44727,23792.25977,23798.22461,0
2023-02-02 12:00:00+00:00,23812,23812,23835.14648,23790.48438,23828.31055,144519168
2023-02-02 13:00:00+00:00,23760.15234,23760.15234,23813.88477,23748.66602,23813.88477,92684288
2023-02-02 14:00:00+00:00,23697.9707,23697.9707,23906.00977,23697.9707,23760.96094,1207996416
2023-02-02 15:00:00+00:00,23844.84766,23844.84766,23872.19531,23602.05664,23678.0957,1117575168
2023-02-02 16:00:00+00:00,23821.71289,23821.71289,23875.11719,23795.33594,23845.0918,877658112
2023-02-02 17:00:00+00:00,23904.53516,23904.53516,23908.06641,23805.66406,23818.33594,356368384
2023-02-02 18:00:00+00:00,24065.15625,24065.15625,24091.53516,23895.18945,23899.5293,973668352
2023-02-02 19:00:00+00:00,23819.87891,23819.87891,24061.60938,23768.45313,24061.60938,0
2023-02-02 20:00:00+00:00,23830.20703,23830.20703,23830.41602,23786.58984,23817.51172,0
2023-02-02 21:00:00+00:00,23610.62305,23610.62305,23881.95508,23609.51758,23829.26172,0
2023-02-02 22:00:00+00:00,23588.82422,23588.82422,23602.89844,23484.73438,23587.86914,239054848
2023-02-02 23:00:00+00:00,23468.5957,23468.5957,23590.10742,23468.5957,23585.83008,0
2023-02-03 00:00:00+00:00,23565.34375,23565.34375,23581.61133,23469.41211,23469.41211,0
2023-02-03 01:00:00+00:00,23557.97266,23557.97266,23590.52734,23539.76758,23566.45703,0
2023-02-03 02:00:00+00:00,23478.67383,23478.67383,23578.98047,23443.95313,23557.42188,0
2023-02-03 03:00:00+00:00,23537.25977,23537.25977,23538.11719,23439.82617,23480.38086,118257664
2023-02-03 04:00:00+00:00,23534.50586,23534.50586,23561.2793,23526.08398,23537.00391,0
2023-02-03 05:00:00+00:00,23537.55859,23537.55859,23554.01367,23530.79883,23533.67969,0
2023-02-03 06:00:00+00:00,23520.5957,23520.5957,23555.7207,23517.30469,23537.63867,0
2023-02-03 07:00:00+00:00,23473.25977,23473.25977,23548.49414,23473.25977,23520.14258,150597632
2023-02-03 08:00:00+00:00,23421.9707,23421.9707,23474.44141,23390.63281,23470.94922,330256384
2023-02-03 09:00:00+00:00,23434.99219,23434.99219,23451.80078,23422.54102,23422.93359,9043968
2023-02-03 10:00:00+00:00,23438.65625,23438.65625,23444.27539,23390.38281,23435.16797,92084224
2023-02-03 11:00:00+00:00,23531.45117,23531.45117,23531.45117,23434.89063,23438.85547,389761024
2023-02-03 12:00:00+00:00,23533.46484,23533.46484,23554.37305,23507.5957,23530.08984,125659136
2023-02-03 13:00:00+00:00,23356.63672,23356.63672,23539.99023,23333.6543,23532.89453,954171392
2023-02-03 14:00:00+00:00,23519.51563,23519.51563,23545.92773,23318.89258,23357.82422,0
2023-02-03 15:00:00+00:00,23608.42773,23608.42773,23676.63281,23450.94141,23520.59766,45928448
2023-02-03 16:00:00+00:00,23575.79688,23575.79688,23678.10352,23575.79688,23608.12109,0
2023-02-03 17:00:00+00:00,23585.17578,23585.17578,23645.44922,23539.11719,23572.95898,80295936
2023-02-03 18:00:00+00:00,23436.81055,23436.81055,23576.85156,23422.35938,23576.85156,0
2023-02-03 19:00:00+00:00,23362.09766,23362.09766,23441.72461,23362.09766,23438.66406,0
2023-02-03 20:00:00+00:00,23357,23357,23393.45703,23279.95508,23357.95117,21811200
2023-02-03 21:00:00+00:00,23374.36133,23374.36133,23389.19141,23341.53906,23357.80859,0
2023-02-03 22:00:00+00:00,23438.50977,23438.50977,23438.50977,23375.70703,23375.70703,0
2023-02-03 23:00:00+00:00,23449.14648,23449.14648,23464.9082,23430.06641,23441.91016,0
2023-02-04 00:00:00+00:00,23420.93945,23420.93945,23463.41797,23410.77734,23446.32031,0
2023-02-04 01:00:00+00:00,23402.07813,23402.07813,23444.06836,23402.07813,23419.60938,0
2023-02-04 02:00:00+00:00,23400.49023,23400.49023,23404.85938,23376.56641,23404.85938,0
