Adj Close,Close,High,Low,Open,Volume
BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
23557.97265625,23557.97265625,23590.52734375,23539.767578125,23566.45703125,0
23478.673828125,23478.673828125,23578.98046875,23443.953125,23557.421875,0
23537.259765625,23537.259765625,23538.1171875,23439.826171875,23480.380859375,118257664
23534.505859375,23534.505859375,23561.279296875,23526.083984375,23537.00390625,0
23537.55859375,23537.55859375,23554.013671875,23530.798828125,23533.6796875,0
23520.595703125,23520.595703125,23555.720703125,23517.3046875,23537.638671875,0
23473.259765625,23473.259765625,23548.494140625,23473.259765625,23520.142578125,150597632
23421.970703125,23421.970703125,23474.44140625,23390.6328125,23470.94921875,330256384
23434.9921875,23434.9921875,23451.80078125,23422.541015625,23422.93359375,9043968
23438.65625,23438.65625,23444.275390625,23390.3828125,23435.16796875,92084224
23531.451171875,23531.451171875,23531.451171875,23434.890625,23438.85546875,389761024
23533.46484375,23533.46484375,23554.373046875,23507.595703125,23530.08984375,125659136
23356.63671875,23356.63671875,23539.990234375,23333.654296875,23532.89453125,954171392
23519.515625,23519.515625,23545.927734375,23318.892578125,23357.82421875,0
23608.427734375,23608.427734375,23676.6328125,23450.94140625,23520.59765625,45928448
23575.796875,23575.796875,23678.103515625,23575.796875,23608.12109375,0
23585.17578125,23585.17578125,23645.44921875,23539.1171875,23572.958984375,80295936
23436.810546875,23436.810546875,23576.8515625,23422.359375,23576.8515625,0
23362.09765625,23362.09765625,23441.724609375,23362.09765625,23438.6640625,0
23357.0,23357.0,23393.45703125,23279.955078125,23357.951171875,21811200
23374.361328125,23374.361328125,23389.19140625,23341.5390625,23357.80859375,0
23438.509765625,23438.509765625,23438.509765625,23375.70703125,23375.70703125,0
23449.146484375,23449.146484375,23464.908203125,23430.06640625,23441.91015625,0
23420.939453125,23420.939453125,23463.41796875,23410.77734375,23446.3203125,0
23402.078125,23402.078125,23444.068359375,23402.078125,23419.609375,0
23400.490234375,23400.490234375,23404.859375,23376.56640625,23404.859375,0
23353.15234375,23353.15234375,23400.076171875,23353.15234375,23400.076171875,0
23345.751953125,23345.751953125,23364.228515625,23332.96875,23353.232421875,0
23320.4140625,23320.4140625,23346.9375,23291.794921875,23344.896484375,0
23349.203125,23349.203125,23349.203125,23299.703125,23322.048828125,0
23342.7890625,23342.7890625,23358.3515625,23317.72265625,23348.1796875,0
23319.755859375,23319.755859375,23351.048828125,23317.06640625,23341.083984375,0
23352.166015625,23352.166015625,23352.166015625,23307.009765625,23316.98828125,0
23355.857421875,23355.857421875,23365.427734375,23347.671875,23352.396484375,0
23372.912109375,23372.912109375,23375.40625,23350.818359375,23354.68359375,0
23410.759765625,23410.759765625,23410.759765625,23365.12109375,23372.50390625,0
23502.779296875,23502.779296875,23556.94921875,23412.92578125,23412.92578125,0
23462.29296875,23462.29296875,23508.51953125,23437.775390625,23502.888671875,0
23428.4296875,23428.4296875,23476.875,23409.443359375,23464.611328125,0
23409.23828125,23409.23828125,23447.505859375,23394.701171875,23430.572265625,0
23453.677734375,23453.677734375,23457.58203125,23405.546875,23412.46484375,0
23455.8359375,23455.8359375,23460.4375,23424.501953125,23453.099609375,0
23436.701171875,23436.701171875,23460.62890625,23433.83203125,23453.59765625,0
23425.5078125,23425.5078125,23447.33203125,23414.037109375,23436.828125,0
23424.16796875,23424.16796875,23427.732421875,23406.220703125,23424.162109375,0
23429.0390625,23429.0390625,23447.650390625,23413.720703125,23423.861328125,0
23329.740234375,23329.740234375,23433.125,23315.58203125,23426.302734375,94788608
23283.056640625,23283.056640625,23368.529296875,23283.056640625,23332.248046875,124532736
23329.53515625,23329.53515625,23332.86328125,23282.125,23282.125,37221376
23312.828125,23312.828125,23351.591796875,23312.828125,23328.83984375,0
23340.380859375,23340.380859375,23342.4609375,23305.921875,23311.490234375,27057152
23376.609375,23376.609375,23379.37109375,23340.05078125,23340.05078125,0
23389.44921875,23389.44921875,23397.55078125,23371.55859375,23376.443359375,0
23404.697265625,23404.697265625,23413.40234375,23361.14453125,23390.443359375,5963776
23390.076171875,23390.076171875,23414.615234375,23383.03125,23405.4296875,0
23409.3984375,23409.3984375,23423.435546875,23386.248046875,23391.220703125,49857536
23380.310546875,23380.310546875,23415.443359375,23378.9375,23409.021484375,0
23407.15625,23407.15625,23411.80078125,23376.982421875,23381.337890625,0
23379.654296875,23379.654296875,23416.513671875,23369.013671875,23407.818359375,147315712
23170.6015625,23170.6015625,23384.240234375,23139.46875,23379.138671875,544840704
23187.49609375,23187.49609375,23227.4609375,23118.8828125,23168.896484375,91201536
23201.748046875,23201.748046875,23223.4296875,23178.384765625,23184.974609375,26700800
23122.103515625,23122.103515625,23214.8046875,23102.97265625,23200.125,275629056
23092.482421875,23092.482421875,23155.125,23075.287109375,23122.76171875,370443264
22896.5625,22896.5625,23093.197265625,22896.5625,23093.03125,1094432768
22875.31640625,22875.31640625,22939.14453125,22875.31640625,22897.4453125,356567040
22920.02734375,22920.02734375,22920.97265625,22841.759765625,22872.501953125,534308864
22895.955078125,22895.955078125,22946.048828125,22887.091796875,22919.271484375,146974720
22906.775390625,22906.775390625,22910.732421875,22861.54296875,22895.712890625,243505152
22996.46875,22996.46875,23024.90234375,22906.908203125,22908.3671875,384677888
22957.0,22957.0,22998.25,22938.642578125,22998.021484375,0
23060.751953125,23060.751953125,23081.583984375,22945.306640625,22954.021484375,23095296
22998.4765625,22998.4765625,23067.064453125,22996.849609375,23061.935546875,0
22913.216796875,22913.216796875,23010.701171875,22913.216796875,22998.318359375,95125504
22909.916015625,22909.916015625,22935.88671875,22884.873046875,22909.125,147273728
22889.416015625,22889.416015625,22934.853515625,22888.80078125,22908.740234375,21579776
22786.810546875,22786.810546875,22894.87890625,22734.482421875,22886.111328125,821516288
22799.48046875,22799.48046875,22809.91796875,22749.41015625,22788.11328125,236310528
22880.666015625,22880.666015625,22880.921875,22775.662109375,22796.87109375,361725952
22868.720703125,22868.720703125,22911.28125,22860.328125,22881.728515625,484134912
22843.203125,22843.203125,22883.46484375,22835.35546875,22868.49609375,246626304
22845.25390625,22845.25390625,22862.828125,22824.998046875,22843.61328125,242558976
22880.10546875,22880.10546875,22880.10546875,22771.3125,22846.03515625,381337600
22893.54296875,22893.54296875,22926.91015625,22851.927734375,22880.271484375,0
22841.501953125,22841.501953125,22921.81640625,22840.326171875,22894.94921875,0
22813.623046875,22813.623046875,22883.103515625,22809.03515625,22841.919921875,521119744
22997.986328125,22997.986328125,22997.986328125,22777.134765625,22824.0859375,603492352
23010.265625,23010.265625,23119.279296875,22969.701171875,22997.69921875,1123516416
23044.55859375,23044.55859375,23061.763671875,22970.99609375,23008.1953125,0
23007.619140625,23007.619140625,23069.140625,22972.357421875,23044.134765625,0
23023.822265625,23023.822265625,23100.650390625,23006.271484375,23008.931640625,0
23013.279296875,23013.279296875,23027.94140625,22990.765625,23025.28125,112173056
22938.072265625,22938.072265625,23014.21484375,22938.072265625,23014.103515625,0
22894.396484375,22894.396484375,22936.46484375,22882.900390625,22936.46484375,0
22759.40234375,22759.40234375,22893.603515625,22692.025390625,22893.603515625,824891392
22804.04296875,22804.04296875,22823.197265625,22756.2578125,22757.267578125,187607040
22848.498046875,22848.498046875,22854.861328125,22798.587890625,22806.59765625,170907648
22876.517578125,22876.517578125,22885.01171875,22817.626953125,22847.04296875,109631488
22880.00390625,22880.00390625,22892.53515625,22861.79296875,22875.68359375,106876928
22888.35546875,22888.35546875,22916.994140625,22877.21484375,22883.91796875,241842176
22930.134765625,22930.134765625,22931.921875,22884.953125,22888.96484375,0
22946.57421875,22946.57421875,22971.67578125,22922.3828125,22929.142578125,45475840
22919.09375,22919.09375,22967.861328125,22915.515625,22946.154296875,4165632
22889.45703125,22889.45703125,22930.322265625,22886.994140625,22921.90625,125030400
23016.724609375,23016.724609375,23017.025390625,22889.357421875,22889.357421875,409069568
22999.46484375,22999.46484375,23053.466796875,22999.46484375,23015.185546875,168089600
22999.064453125,22999.064453125,23017.078125,22979.814453125,22999.525390625,0
23026.970703125,23026.970703125,23026.970703125,22984.482421875,22997.6328125,0
22989.103515625,22989.103515625,23029.79296875,22957.564453125,23029.79296875,130863104
22982.705078125,22982.705078125,23008.771484375,22968.04296875,22989.177734375,0
22913.8203125,22913.8203125,22981.583984375,22909.107421875,22981.158203125,0
22993.078125,22993.078125,23003.654296875,22892.53515625,22912.630859375,0
23299.462890625,23299.462890625,23300.494140625,22919.115234375,22988.9765625,931932160
22927.904296875,22927.904296875,23310.974609375,22851.65625,23297.83203125,1797322752
23095.97265625,23095.97265625,23103.138671875,22925.4296875,22925.4296875,746100736
23213.669921875,23213.669921875,23233.361328125,23062.21484375,23099.681640625,677246976
23207.16796875,23207.16796875,23247.048828125,23202.447265625,23209.6484375,451663872
23236.22265625,23236.22265625,23267.73046875,23168.244140625,23206.619140625,162045952
23265.42578125,23265.42578125,23283.9765625,23234.646484375,23234.646484375,0
23320.03125,23320.03125,23332.185546875,23234.142578125,23263.416015625,250028032
23302.65234375,23302.65234375,23367.958984375,23302.396484375,23319.689453125,287541248
23268.888671875,23268.888671875,23313.0390625,23268.888671875,23303.203125,0
23278.87109375,23278.87109375,23287.453125,23245.40234375,23263.5546875,0
23261.6484375,23261.6484375,23281.873046875,23250.333984375,23277.91796875,0
23233.4140625,23233.4140625,23260.876953125,23204.44140625,23260.435546875,0
23197.90625,23197.90625,23237.322265625,23197.90625,23233.421875,0
23229.33984375,23229.33984375,23233.056640625,23194.693359375,23196.794921875,0
23203.462890625,23203.462890625,23233.001953125,23180.544921875,23228.388671875,0
23190.50390625,23190.50390625,23229.794921875,23190.25390625,23204.515625,0
23169.349609375,23169.349609375,23202.19921875,23163.322265625,23194.408203125,0
23172.478515625,23172.478515625,23188.302734375,23158.923828125,23170.986328125,0
23126.96484375,23126.96484375,23191.31640625,23121.505859375,23175.27734375,31447040
23126.94921875,23126.94921875,23146.744140625,23084.47265625,23133.2265625,219377664
23054.501953125,23054.501953125,23134.904296875,23049.646484375,23125.62109375,233406464
22890.396484375,22890.396484375,23063.919921875,22888.0234375,23056.525390625,459145216
22940.568359375,22940.568359375,22940.568359375,22731.09765625,22887.66796875,1264515072
22980.884765625,22980.884765625,23010.953125,22933.798828125,22941.125,0
22888.83984375,22888.83984375,23023.3671875,22863.9140625,22986.404296875,0
22884.49609375,22884.49609375,22918.244140625,22850.775390625,22887.328125,0
22855.482421875,22855.482421875,22906.21875,22813.4921875,22884.71484375,0
22973.080078125,22973.080078125,22974.43359375,22843.427734375,22850.365234375,0
22944.28125,22944.28125,22982.689453125,22944.28125,22971.68359375,0
22938.392578125,22938.392578125,22960.26953125,22895.6171875,22943.830078125,57280512
22988.16015625,22988.16015625,22992.8203125,22941.62109375,22946.56640625,0
22955.560546875,22955.560546875,22996.4375,22955.560546875,22990.103515625,0
22845.611328125,22845.611328125,22957.72265625,22844.818359375,22957.72265625,311910400
22549.595703125,22549.595703125,22841.447265625,22506.3359375,22841.447265625,2234177536
22576.845703125,22576.845703125,22604.681640625,22458.26171875,22543.76953125,1033029632
22615.451171875,22615.451171875,22639.9375,22562.830078125,22580.9609375,382312448
22712.478515625,22712.478515625,22712.83984375,22594.58203125,22615.748046875,406855680
22683.83203125,22683.83203125,22729.068359375,22662.865234375,22713.798828125,164257792
22730.091796875,22730.091796875,22745.12109375,22682.8359375,22682.8359375,21979136
22722.068359375,22722.068359375,22739.099609375,22697.005859375,22725.8046875,54892544
22711.783203125,22711.783203125,22736.345703125,22685.294921875,22723.28515625,0
22710.740234375,22710.740234375,22741.431640625,22687.33203125,22710.67578125,57057280
22726.177734375,22726.177734375,22765.33984375,22635.107421875,22706.5,579692544
22752.49609375,22752.49609375,22764.5,22707.97265625,22727.45703125,0
22720.482421875,22720.482421875,22770.21875,22712.111328125,22752.712890625,0
22621.3046875,22621.3046875,22718.986328125,22593.830078125,22718.8046875,0
22510.6015625,22510.6015625,22623.40234375,22495.080078125,22618.171875,0
22531.71484375,22531.71484375,22596.728515625,22493.9296875,22507.828125,0
22521.908203125,22521.908203125,22592.505859375,22500.83203125,22531.806640625,0
22010.240234375,22010.240234375,22525.484375,21992.767578125,22524.845703125,1727401984
22029.53515625,22029.53515625,22075.767578125,21913.66015625,22028.275390625,828409856
21845.548828125,21845.548828125,22028.310546875,21791.51953125,22028.310546875,1043668992
21793.22265625,21793.22265625,21941.16796875,21773.974609375,21844.494140625,521795584
21819.53125,21819.53125,21866.37109375,21781.75390625,21781.75390625,284723200
21825.38671875,21825.38671875,21882.30078125,21811.197265625,21819.005859375,200761344
21899.427734375,21899.427734375,21899.427734375,21830.490234375,21830.490234375,34271232
21940.958984375,21940.958984375,21940.958984375,21886.193359375,21901.6953125,0
21857.53515625,21857.53515625,21941.185546875,21853.201171875,21941.185546875,0
21798.93359375,21798.93359375,21857.0546875,21782.791015625,21857.0546875,0
21816.841796875,21816.841796875,21852.693359375,21754.130859375,21804.763671875,475068416
21885.94140625,21885.94140625,21887.166015625,21810.361328125,21819.384765625,0
21923.666015625,21923.666015625,21925.830078125,21859.03515625,21885.30859375,215334912
21916.205078125,21916.205078125,21929.0,21891.08984375,21923.763671875,30142464
21858.974609375,21858.974609375,21919.333984375,21858.974609375,21913.833984375,0
21869.44921875,21869.44921875,21869.44921875,21824.671875,21858.796875,135512064
21753.326171875,21753.326171875,21873.9296875,21753.326171875,21870.15625,405000192
21748.58203125,21748.58203125,21797.083984375,21738.32421875,21752.828125,0
21807.76953125,21807.76953125,21837.009765625,21746.224609375,21750.1796875,81020928
21865.48828125,21865.48828125,21884.08984375,21790.427734375,21804.623046875,0
21650.7890625,21650.7890625,21897.69921875,21645.58203125,21861.537109375,573663232
21643.935546875,21643.935546875,21736.52734375,21614.9140625,21661.908203125,74627072
21703.357421875,21703.357421875,21703.357421875,21598.412109375,21647.09375,0
21724.62109375,21724.62109375,21745.57421875,21691.53515625,21702.875,0
21793.96484375,21793.96484375,21802.47265625,21689.31640625,21723.333984375,0
21747.79296875,21747.79296875,21800.978515625,21741.431640625,21793.68359375,0
21580.560546875,21580.560546875,21747.001953125,21539.392578125,21747.001953125,0
21595.16015625,21595.16015625,21628.779296875,21564.31640625,21578.7890625,0
21652.646484375,21652.646484375,21656.716796875,21589.08984375,21593.12890625,0
21686.546875,21686.546875,21694.107421875,21618.44921875,21651.841796875,0
21647.90625,21647.90625,21703.5390625,21643.103515625,21684.408203125,0
21669.15234375,21669.15234375,21683.197265625,21647.15234375,21650.9140625,0
21691.42578125,21691.42578125,21723.27734375,21669.58203125,21669.650390625,0
21695.55859375,21695.55859375,21700.884765625,21681.9140625,21690.529296875,0
21686.14453125,21686.14453125,21712.439453125,21685.142578125,21696.392578125,0
21677.431640625,21677.431640625,21692.26953125,21674.6875,21686.302734375,0
21708.39453125,21708.39453125,21710.392578125,21665.392578125,21676.677734375,0
21708.427734375,21708.427734375,21718.255859375,21697.833984375,21707.4453125,0
21707.892578125,21707.892578125,21709.43359375,21688.46875,21707.623046875,0
21688.298828125,21688.298828125,21709.076171875,21675.00390625,21708.75,0
21699.81640625,21699.81640625,21699.81640625,21683.15234375,21688.017578125,0
21722.912109375,21722.912109375,21759.6171875,21690.96484375,21699.849609375,0
21765.0390625,21765.0390625,21767.87109375,21713.609375,21721.982421875,0
21758.744140625,21758.744140625,21767.09375,21727.54296875,21765.001953125,0
21747.560546875,21747.560546875,21762.1875,21739.599609375,21760.541015625,0
21716.4765625,21716.4765625,21753.037109375,21706.748046875,21747.404296875,0
21706.65625,21706.65625,21713.98046875,21691.77734375,21712.169921875,0
21675.74609375,21675.74609375,21737.794921875,21657.53125,21707.892578125,0
21689.826171875,21689.826171875,21690.498046875,21667.052734375,21672.341796875,0
21685.76171875,21685.76171875,21718.970703125,21674.41796875,21689.0859375,0
21829.80078125,21829.80078125,21834.3359375,21686.736328125,21690.509765625,0
21839.654296875,21839.654296875,21864.361328125,21805.619140625,21829.87890625,0
21872.921875,21872.921875,21890.181640625,21829.130859375,21839.62109375,0
21833.646484375,21833.646484375,21879.0703125,21833.333984375,21870.90234375,0
21819.57421875,21819.57421875,21840.474609375,21809.18359375,21833.28515625,0
21821.658203125,21821.658203125,21825.771484375,21801.5703125,21818.623046875,0
21804.36328125,21804.36328125,21829.3671875,21804.36328125,21823.623046875,0
21792.46484375,21792.46484375,21809.033203125,21786.26171875,21803.267578125,0
21816.802734375,21816.802734375,21816.802734375,21793.978515625,21793.978515625,0
21824.46875,21824.46875,21827.521484375,21813.294921875,21815.525390625,0
21815.322265625,21815.322265625,21824.94921875,21813.46484375,21824.94921875,0
21819.2265625,21819.2265625,21848.94140625,21813.080078125,21815.12109375,0
21913.4765625,21913.4765625,21915.140625,21818.40234375,21818.40234375,362774528
21890.720703125,21890.720703125,21913.701171875,21863.5859375,21913.470703125,118366208
21896.642578125,21896.642578125,21896.642578125,21877.025390625,21892.47265625,0
21843.671875,21843.671875,21905.974609375,21840.09375,21897.13671875,0
21826.75390625,21826.75390625,21846.7578125,21798.37109375,21842.685546875,131132416
21934.494140625,21934.494140625,21951.150390625,21822.970703125,21822.970703125,385776640
21939.5859375,21939.5859375,21957.927734375,21906.685546875,21933.015625,246962176
22036.546875,22036.546875,22060.994140625,21940.68359375,21940.68359375,701244416
22001.193359375,22001.193359375,22047.6484375,21996.279296875,22033.640625,290567168
21987.744140625,21987.744140625,22001.0078125,21971.3359375,22000.380859375,0
22011.041015625,22011.041015625,22022.03125,21949.984375,21988.697265625,67068928
21983.416015625,21983.416015625,22027.134765625,21978.025390625,22011.619140625,0
21762.6328125,21762.6328125,21986.498046875,21744.279296875,21984.056640625,389366784
21824.0546875,21824.0546875,21824.0546875,21682.828125,21758.34375,671818752
21785.53515625,21785.53515625,21823.34765625,21749.5625,21817.984375,131479552
21841.826171875,21841.826171875,21853.904296875,21724.408203125,21787.0,354058240
21724.689453125,21724.689453125,21837.943359375,21705.009765625,21837.943359375,560031744
21767.0390625,21767.0390625,21767.0390625,21677.24609375,21726.65234375,404062208
21811.388671875,21811.388671875,21814.234375,21761.498046875,21766.322265625,112521216
21850.724609375,21850.724609375,21866.373046875,21812.4609375,21812.4609375,147841024
21846.09765625,21846.09765625,21869.515625,21843.8515625,21851.06640625,12384256
21823.701171875,21823.701171875,21858.15234375,21823.701171875,21845.544921875,0
21881.39453125,21881.39453125,21898.4140625,21816.927734375,21823.130859375,308797440
21756.982421875,21756.982421875,21884.00390625,21737.58984375,21881.609375,570189824
21619.9375,21619.9375,21768.71875,21555.5546875,21751.298828125,1059158016
21618.013671875,21618.013671875,21658.85546875,21539.5,21614.17578125,720986112
21619.12109375,21619.12109375,21656.060546875,21615.662109375,21619.06640625,339456000
21688.68359375,21688.68359375,21711.1796875,21616.494140625,21618.0703125,252549120
21611.38671875,21611.38671875,21691.1875,21611.087890625,21685.01953125,0
21689.275390625,21689.275390625,21689.275390625,21597.6328125,21607.216796875,137897984
21606.73828125,21606.73828125,21693.16015625,21606.73828125,21690.240234375,220471296
21530.2265625,21530.2265625,21654.05078125,21494.880859375,21603.447265625,115099648
21471.73046875,21471.73046875,21554.595703125,21460.087890625,21526.806640625,409991168
21663.578125,21663.578125,21673.521484375,21484.8125,21484.8125,681662464
21613.7265625,21613.7265625,21664.6640625,21573.041015625,21659.84765625,247791616
21657.869140625,21657.869140625,21674.955078125,21599.40234375,21617.453125,248729600
21630.791015625,21630.791015625,21666.1796875,21614.041015625,21657.55859375,0
21672.119140625,21672.119140625,21680.623046875,21624.5703125,21629.828125,0
21812.765625,21812.765625,21834.0859375,21662.470703125,21669.552734375,730949632
21757.298828125,21757.298828125,21813.046875,21757.298828125,21801.822265625,0
21722.58203125,21722.58203125,21768.958984375,21716.734375,21758.0546875,0
21733.376953125,21733.376953125,21753.271484375,21722.01171875,21722.23828125,0
21722.048828125,21722.048828125,21764.265625,21716.326171875,21730.12890625,0
21730.228515625,21730.228515625,21749.630859375,21706.833984375,21720.10546875,0
21739.2734375,21739.2734375,21750.0546875,21721.83203125,21729.853515625,67710976
21770.619140625,21770.619140625,21772.1015625,21738.79296875,21739.6640625,186331136
21781.458984375,21781.458984375,21794.916015625,21762.857421875,21770.71484375,0
21711.150390625,21711.150390625,21782.171875,21708.181640625,21781.1796875,0
21833.751953125,21833.751953125,21835.431640625,21708.89453125,21711.50390625,0
21827.1796875,21827.1796875,21849.01171875,21814.466796875,21832.45703125,0
21825.22265625,21825.22265625,21836.064453125,21807.0390625,21827.1015625,0
21876.072265625,21876.072265625,21879.126953125,21819.353515625,21824.732421875,0
21774.28515625,21774.28515625,21885.546875,21708.955078125,21874.783203125,1769240576
22170.248046875,22170.248046875,22170.248046875,21632.39453125,21761.34375,1551996928
22035.814453125,22035.814453125,22293.140625,21974.5390625,22164.140625,2054926336
21995.482421875,21995.482421875,22118.6015625,21969.0625,22039.26171875,471289856
22062.75,22062.75,22084.82421875,21999.625,21999.625,0
22133.0,22133.0,22149.150390625,22063.142578125,22063.142578125,119306240
22211.130859375,22211.130859375,22228.103515625,22098.64453125,22130.9609375,422739968
22238.103515625,22238.103515625,22239.208984375,22191.21484375,22210.52734375,156909568
22247.380859375,22247.380859375,22249.880859375,22158.88671875,22239.865234375,424708096
22200.0546875,22200.0546875,22250.58203125,22184.771484375,22247.005859375,29120512
22222.056640625,22222.056640625,22254.626953125,22197.091796875,22200.240234375,0
22157.111328125,22157.111328125,22221.298828125,22150.20703125,22220.5859375,0
22132.7265625,22132.7265625,22177.9453125,22132.7265625,22158.923828125,0
22092.91796875,22092.91796875,22143.0546875,22084.158203125,22132.408203125,150802432
22117.201171875,22117.201171875,22131.49609375,22090.830078125,22094.142578125,194668544
22110.9609375,22110.9609375,22131.513671875,22110.9609375,22115.427734375,0
22136.107421875,22136.107421875,22151.068359375,22101.91015625,22106.26171875,40491008
22135.5390625,22135.5390625,22161.96484375,22133.8203125,22136.119140625,17383424
22125.951171875,22125.951171875,22166.359375,22125.951171875,22135.09765625,79947776
22120.64453125,22120.64453125,22146.955078125,22110.61328125,22127.087890625,0
22160.25390625,22160.25390625,22160.25390625,22112.865234375,22119.224609375,0
22249.544921875,22249.544921875,22250.60546875,22161.140625,22174.58984375,61349888
