Datetime,Adj Close,Close,High,Low,Open,Volume
02/22/2023-15:00,23765.55273,23765.55273,23986.49219,23717.46875,23984.7168,588871680
02/22/2023-16:00,23646.58203,23646.58203,23776.88477,23646.58203,23766.59961,0
02/22/2023-17:00,23755.02539,23755.02539,23786.15234,23644.31836,23650.24219,59398144
02/22/2023-18:00,23771.91211,23771.91211,23841.98242,23760.35156,23760.35156,0
02/22/2023-19:00,23815.11523,23815.11523,23909.31641,23737.01172,23774.58203,1018099712
02/22/2023-20:00,23804.10742,23804.10742,23855.50781,23781.5,23810.15625,0
02/22/2023-21:00,23821.32031,23821.32031,23840.93164,23774.78711,23800.98633,0
02/22/2023-22:00,24071.22461,24071.22461,24071.22461,23805.46484,23819.50781,20023296
02/22/2023-23:00,24190.73828,24190.73828,24197.41016,24077.16211,24077.16211,325220352
02/23/2023-00:00,24144.24023,24144.24023,24229.47461,24144.07227,24190.71875,0
02/23/2023-01:00,24161.14648,24161.14648,24186.17969,24138.37109,24145.14844,0
02/23/2023-02:00,24542.30859,24542.30859,24542.30859,24164.50586,24164.50586,0
02/23/2023-03:00,24478.12891,24478.12891,24572.08984,24478.12891,24533.59961,103424000
02/23/2023-04:00,24489.14258,24489.14258,24489.14258,24446.83789,24475.09375,0
02/23/2023-05:00,24401.38086,24401.38086,24509.71094,24387.1875,24492.23242,0
02/23/2023-06:00,24395.28906,24395.28906,24410.63672,24343.77344,24400.63672,0
02/23/2023-07:00,24392.60742,24392.60742,24423.63086,24388.29883,24391.41406,0
02/23/2023-08:00,24430.64063,24430.64063,24468.52734,24383.03711,24390.6582,0
02/23/2023-09:00,24344.06055,24344.06055,24458.37695,24344.06055,24427.61328,0
02/23/2023-10:00,24279.13281,24279.13281,24328.5957,24261.47656,24328.5957,150347776
02/23/2023-11:00,23772.60156,23772.60156,24278.63477,23733.71484,24278.63477,1253242880
02/23/2023-12:00,23954.08008,23954.08008,23968.57813,23693.91992,23780.34375,926830592
02/23/2023-13:00,24016.99805,24016.99805,24175.51758,23927.17383,23944.23438,1421299712
02/23/2023-14:00,24040.58984,24040.58984,24139.08789,23971.3125,24019.69531,496527360
02/23/2023-15:00,23956.86328,23956.86328,24039.89063,23926.95313,24039.89063,0
02/23/2023-16:00,23836.67188,23836.67188,23985.20898,23836.67188,23958.76563,0
02/23/2023-17:00,23861.37891,23861.37891,23964,23809.02148,23832.06836,371906560
02/23/2023-18:00,23867.67383,23867.67383,23892.03906,23779.49219,23859.02734,311105536
02/23/2023-19:00,23976.51367,23976.51367,24027.31641,23859.9668,23871.69336,0
02/23/2023-20:00,23957.96875,23957.96875,24042.69141,23951.92383,23976.72266,0
02/23/2023-21:00,23911.30469,23911.30469,24003.19922,23911.30469,23959.37109,0
02/23/2023-22:00,23882.01563,23882.01563,23909.74023,23809.66797,23909.74023,0
02/23/2023-23:00,23944.42578,23944.42578,23946.33594,23864.82031,23885.24609,0
02/24/2023-00:00,23958.35938,23958.35938,23998.86328,23905.98047,23946.00781,17336320
02/24/2023-01:00,24024.14063,24024.14063,24103.70508,23961.03906,23961.03906,392804352
02/24/2023-02:00,23950.28711,23950.28711,24024.72656,23950.28711,24020.75781,0
02/24/2023-03:00,23965.59375,23965.59375,23993.32617,23946.54883,23952.39258,0
02/24/2023-04:00,23977.42773,23977.42773,23990.56445,23962.27148,23965.07422,0
02/24/2023-05:00,23916.0293,23916.0293,23971.88086,23886.05859,23971.88086,0
02/24/2023-06:00,23908.25977,23908.25977,23914.99219,23843.05078,23914.99219,84676608
02/24/2023-07:00,23862.27148,23862.27148,23910.26758,23818.01953,23909.76758,52166656
02/24/2023-08:00,23904.73047,23904.73047,23942.46094,23798.99609,23855.21289,160108544
02/24/2023-09:00,23867.17969,23867.17969,23928.54102,23845.78906,23912.66211,0
02/24/2023-10:00,23873.25781,23873.25781,23887.66016,23806.10742,23857.39258,0
02/24/2023-11:00,23885.11523,23885.11523,23898.04102,23858.12109,23875.28711,0
02/24/2023-12:00,23903.60547,23903.60547,23989.50977,23887.52344,23887.52344,0
02/24/2023-13:00,23796.06445,23796.06445,23935.19141,23762.86328,23904.83984,0
02/24/2023-14:00,23850.33008,23850.33008,23850.33008,23739.78125,23792.14258,0
02/24/2023-15:00,23392.58594,23392.58594,23842.23438,23392.58594,23842.23438,701356032
02/24/2023-16:00,23217.29883,23217.29883,23400.04883,23082.1582,23400.04883,1670967296
02/24/2023-17:00,23097.56055,23097.56055,23212.92773,23094.46875,23212.92773,0
02/24/2023-18:00,23139.73828,23139.73828,23157.50391,23080.33984,23097.64648,0
02/24/2023-19:00,23152.10938,23152.10938,23152.10938,23007.07227,23140.91602,404299776
02/24/2023-20:00,23225.94531,23225.94531,23289.97656,23160.61328,23160.61328,692623360
02/24/2023-21:00,23109.8125,23109.8125,23228.26953,23099.00781,23228.26953,84123648
02/24/2023-22:00,23103.11719,23103.11719,23155.77344,23042.20703,23119.97852,0
02/24/2023-23:00,23199.89258,23199.89258,23204.13867,23096.35938,23108.84961,33982464
02/25/2023-00:00,23165.32031,23165.32031,23210.21094,23152.42383,23197.08789,0
02/25/2023-01:00,23204.51563,23204.51563,23206.89063,23159.47656,23167.6875,0
02/25/2023-02:00,23104.31445,23104.31445,23207.30273,23098.12109,23199.05469,0
02/25/2023-03:00,23108.35938,23108.35938,23128.85156,23093.61719,23106.85938,239616
02/25/2023-04:00,23122.63086,23122.63086,23122.63086,23082.9043,23109.88672,19922944
02/25/2023-05:00,23058.66016,23058.66016,23124.73242,23053.49609,23120.77344,0
02/25/2023-06:00,23095.96289,23095.96289,23105.82227,23057.20898,23057.98828,0
02/25/2023-07:00,23119.62891,23119.62891,23119.62891,23093.98438,23095.64063,0
02/25/2023-08:00,23127.4375,23127.4375,23158.85156,23120.9668,23122.74609,0
02/25/2023-09:00,23069.13672,23069.13672,23128.22461,23050.85547,23126.85352,0
02/25/2023-10:00,22969.77734,22969.77734,23080.66211,22969.07617,23070.50391,9666560
02/25/2023-11:00,22986.22461,22986.22461,23014.98438,22957.51563,22966.89258,117536768
02/25/2023-12:00,23017.6543,23017.6543,23017.6543,22910.99414,22986.05273,0
02/25/2023-13:00,23028.47461,23028.47461,23074.59961,23015.14648,23016.72852,0
02/25/2023-14:00,23033.27734,23033.27734,23053.79688,23003.92383,23025.17383,0
02/25/2023-15:00,23003.21875,23003.21875,23034.98633,22989.83789,23030.17188,0
02/25/2023-16:00,23023.67188,23023.67188,23085.69531,23010.50391,23010.50391,0
02/25/2023-17:00,23049.47266,23049.47266,23056.04102,23015.0293,23015.0293,0
02/25/2023-18:00,22995.57422,22995.57422,23051.39844,22984.41406,23047.41992,0
02/25/2023-19:00,22981.44727,22981.44727,23013.5625,22929.29297,22993.94922,0
02/25/2023-20:00,22923.08008,22923.08008,22993.16797,22863.37891,22980.5625,0
02/25/2023-21:00,22916.07422,22916.07422,22947.76758,22879.54102,22915.73438,0
02/25/2023-22:00,23134.33984,23134.33984,23139.91211,22925.84961,22925.84961,11626496
02/25/2023-23:00,23171.15039,23171.15039,23185.11328,23119.60352,23129.82031,9142272
02/26/2023-00:00,23111.48242,23111.48242,23174.15039,23110.89063,23174.15039,0
02/26/2023-01:00,23120.49023,23120.49023,23130.36719,23099.0332,23110.97852,0
02/26/2023-02:00,23198.92969,23198.92969,23198.92969,23084.2207,23121.05664,0
02/26/2023-03:00,23232.63477,23232.63477,23244.49023,23206.5625,23210.19531,161951744
02/26/2023-04:00,23204.42188,23204.42188,23229.63672,23183.26953,23229.63672,0
02/26/2023-05:00,23169.38867,23169.38867,23205.81055,23169.38867,23201.70703,0
02/26/2023-06:00,23163.10547,23163.10547,23167.78906,23133.72461,23166.04883,51505152
02/26/2023-07:00,23168.01563,23168.01563,23190.33594,23161.56055,23166.05469,23524352
02/26/2023-08:00,23168.54883,23168.54883,23174.00586,23137.39258,23167.06055,0
02/26/2023-09:00,23266.28711,23266.28711,23266.28711,23168.25391,23168.25391,35723264
02/26/2023-10:00,23235.45508,23235.45508,23268.6543,23233.29102,23265.94141,0
02/26/2023-11:00,23251.97266,23251.97266,23251.97266,23220.9082,23236.42578,0
02/26/2023-12:00,23165.23242,23165.23242,23266.79297,23165.23242,23250.29492,0
02/26/2023-13:00,23200.13867,23200.13867,23202.57813,23165.38477,23165.38477,0
02/26/2023-14:00,23233.49805,23233.49805,23276.42969,23201.60547,23201.60547,312888320
02/26/2023-15:00,23245.61328,23245.61328,23245.61328,23208.18164,23229.36133,60241920
02/26/2023-16:00,23202.44531,23202.44531,23262.30273,23196.30273,23244.27734,0
02/26/2023-17:00,23232.41797,23232.41797,23232.41797,23169.28516,23197.5293,0
02/26/2023-18:00,23495.11523,23495.11523,23512.86133,23231.98633,23231.98633,652075008
02/26/2023-19:00,23520.52148,23520.52148,23531.89063,23413.99219,23493.48242,277211136
02/26/2023-20:00,23639.14648,23639.14648,23654.36719,23491.85547,23514.54883,125838336
02/26/2023-21:00,23578.26563,23578.26563,23644.25,23578.26172,23636.41992,0
02/26/2023-22:00,23449.28711,23449.28711,23583.73242,23366.22852,23576.14258,202315776
02/26/2023-23:00,23558.67969,23558.67969,23576.56836,23451.91602,23451.91602,345405440
02/27/2023-00:00,23499.24414,23499.24414,23563.29297,23483.39844,23561.45117,158080000
02/27/2023-01:00,23550.36914,23550.36914,23550.36914,23462.375,23502.74609,196157440
02/27/2023-02:00,23560.61719,23560.61719,23606.10547,23537.02148,23551.17188,52467712
02/27/2023-03:00,23577.1875,23577.1875,23622.95508,23555.62109,23559.12695,0
02/27/2023-04:00,23510.96289,23510.96289,23571.27344,23491.59766,23571.27344,182337536
02/27/2023-05:00,23412.66602,23412.66602,23512.69141,23393.33203,23507.93945,325840896
02/27/2023-06:00,23422.04883,23422.04883,23436.63086,23399.20313,23410.70703,88252416
02/27/2023-07:00,23443.89258,23443.89258,23462.47656,23416.54883,23420.52734,42272768
02/27/2023-08:00,23392.59375,23392.59375,23446.78711,23365.36328,23440.32813,239968256
02/27/2023-09:00,23402.53516,23402.53516,23433.97461,23353.89063,23386.68555,0
02/27/2023-10:00,23414.6582,23414.6582,23415.00586,23371.53125,23403.79492,0
02/27/2023-11:00,23427.69922,23427.69922,23441.64453,23397.56445,23408.0625,52682752
02/27/2023-12:00,23403.72656,23403.72656,23441.65039,23396.46289,23426.36523,0
02/27/2023-13:00,23724.29883,23724.29883,23757.73242,23405.31445,23405.31445,1297905664
02/27/2023-14:00,23784.36133,23784.36133,23795.81055,23699.83789,23720.94727,731750400
02/27/2023-15:00,23560.19141,23560.19141,23857.89063,23560.19141,23791.44531,1282664448
02/27/2023-16:00,23411.92969,23411.92969,23609.19141,23276.43555,23564.25781,1698236416
02/27/2023-17:00,23361.07227,23361.07227,23415.07227,23325.16992,23414.86719,541243392
02/27/2023-18:00,23260.30273,23260.30273,23357.68555,23205.87891,23350.82031,0
02/27/2023-19:00,23295.74219,23295.74219,23336.83984,23268.65625,23270.94922,0
02/27/2023-20:00,23309.5957,23309.5957,23309.5957,23210.20117,23298.27344,0
02/27/2023-21:00,23398.45313,23398.45313,23399.64844,23308.66016,23308.66016,0
02/27/2023-22:00,23512.35547,23512.35547,23514.85742,23389.14063,23395.38477,0
02/27/2023-23:00,23521.88867,23521.88867,23545.11914,23485.3457,23505.69336,0
02/28/2023-00:00,23462.29688,23462.29688,23531.75,23462.11328,23521.83789,25157632
02/28/2023-01:00,23445.44727,23445.44727,23466.27539,23394.80469,23456.01563,14768128
02/28/2023-02:00,23454.74023,23454.74023,23470.45117,23405.95898,23445.69141,0
02/28/2023-03:00,23485.875,23485.875,23502.99609,23452.62305,23452.62305,0
02/28/2023-04:00,23439.43555,23439.43555,23486.67969,23425.3457,23484.46875,0
02/28/2023-05:00,23401.04688,23401.04688,23454.25977,23401.04688,23442.39258,0
02/28/2023-06:00,23412.18555,23412.18555,23416.42578,23388.18555,23390.62695,0
02/28/2023-07:00,23270.16602,23270.16602,23409.08203,23270.16602,23409.08203,281430016
02/28/2023-08:00,23301.52734,23301.52734,23306.2793,23247.85742,23262.70898,106240000
02/28/2023-09:00,23305.80078,23305.80078,23323.84766,23276.33594,23299.69141,0
02/28/2023-10:00,23373.08203,23373.08203,23380.63477,23278.0625,23300.7793,146075648
02/28/2023-11:00,23408.26758,23408.26758,23416.52148,23357.04492,23375.45703,134963200
02/28/2023-12:00,23471.76172,23471.76172,23499.9668,23407.48633,23408.49805,334786560
02/28/2023-13:00,23417.125,23417.125,23487.54492,23405.0332,23474.76367,0
02/28/2023-14:00,23461.81055,23461.81055,23547.94336,23364.27344,23420.11523,0
02/28/2023-15:00,23516.95508,23516.95508,23532.79688,23440.20898,23457.4082,0
02/28/2023-16:00,23477.33398,23477.33398,23585.38477,23457.01758,23519.75391,0
02/28/2023-17:00,23549.95313,23549.95313,23552.69336,23470.2168,23470.2168,0
02/28/2023-18:00,23492.3125,23492.3125,23551.4082,23475.08203,23547.83594,0
02/28/2023-19:00,23294.48633,23294.48633,23497.06055,23285.25195,23492.23047,252606464
02/28/2023-20:00,23317.74609,23317.74609,23340.96875,23239.31055,23290.02734,0
02/28/2023-21:00,23144.05859,23144.05859,23314.76953,23084.71094,23314.76953,664086528
02/28/2023-22:00,23178.43555,23178.43555,23235.01367,23144.86719,23144.98633,70744064
02/28/2023-23:00,23152.11328,23152.11328,23202.26367,23135.26367,23180.77539,5113856
03/01/2023-00:00,23089.73633,23089.73633,23218.61328,23088.85547,23150.92969,159143936
03/01/2023-01:00,23270.86133,23270.86133,23276.64648,23095.04102,23095.04102,351197184
03/01/2023-02:00,23324.88477,23324.88477,23324.88477,23263.09375,23266.48633,148758528
03/01/2023-03:00,23447.71484,23447.71484,23483.93555,23328.14844,23328.14844,678737920
03/01/2023-04:00,23778.97266,23778.97266,23778.97266,23446.88281,23448.91797,659912704
03/01/2023-05:00,23700.65625,23700.65625,23796.94727,23675.57813,23795.74414,489891840
03/01/2023-06:00,23758.73828,23758.73828,23767.21484,23695.22656,23701.03125,432580608
03/01/2023-07:00,23721.66211,23721.66211,23759.40039,23713.0918,23758.12109,0
03/01/2023-08:00,23875.79688,23875.79688,23875.79688,23711.32031,23723.4043,331554816
03/01/2023-09:00,23779.76563,23779.76563,23878.20898,23766.28516,23871.91992,532062208
03/01/2023-10:00,23775.18359,23775.18359,23776.54297,23726.35352,23776.54297,125392896
03/01/2023-11:00,23741.03906,23741.03906,23794.70117,23731.85938,23779.71875,18544640
03/01/2023-12:00,23738.4043,23738.4043,23788.84961,23735.45508,23741.79883,0
03/01/2023-13:00,23700.45508,23700.45508,23743.86523,23664.17773,23738.49414,76482560
03/01/2023-14:00,23777.25586,23777.25586,23821.14648,23653.19141,23700.82422,120190976
03/01/2023-15:00,23721.57227,23721.57227,23754.75586,23639.11914,23752.81055,287145984
03/01/2023-16:00,23719.39453,23719.39453,23734.78906,23618.80664,23727.39844,284653568
03/01/2023-17:00,23726.30469,23726.30469,23744.93555,23696.88281,23716.18555,128468992
03/01/2023-18:00,23691.93945,23691.93945,23734.60547,23682.4707,23728.80078,0
03/01/2023-19:00,23423.49414,23423.49414,23701.89844,23423.49414,23693.80078,0
03/01/2023-20:00,23442.08203,23442.08203,23473.1875,23393.04883,23419.75781,148086784
03/01/2023-21:00,23550.55273,23550.55273,23572.84766,23411.39258,23442.06055,0
03/01/2023-22:00,23537.32227,23537.32227,23573.22266,23486.39453,23551.16406,0
03/01/2023-23:00,23644.32617,23644.32617,23656.59375,23529.51758,23541.33789,89608192
03/02/2023-00:00,23631.62695,23631.62695,23736.84961,23631.62695,23647.01953,65382400
03/02/2023-01:00,23534.93164,23534.93164,23631.70117,23502.98047,23630.06055,11835392
03/02/2023-02:00,23500.2207,23500.2207,23550.70898,23496.7793,23531.9707,44038144
03/02/2023-03:00,23514.42969,23514.42969,23519.58789,23469.50586,23507.02344,0
03/02/2023-04:00,23537.79102,23537.79102,23537.79102,23499.83984,23513.89453,0
03/02/2023-05:00,23450.46484,23450.46484,23552.58398,23446.42383,23542.26953,0
03/02/2023-06:00,23471.04297,23471.04297,23479.17188,23426.45117,23449.81641,0
03/02/2023-07:00,23407.28711,23407.28711,23465.24805,23393.57031,23465.24805,0
03/02/2023-08:00,23449.79297,23449.79297,23466.14844,23378.16406,23408.37695,0
03/02/2023-09:00,23427.81445,23427.81445,23464.73242,23427.81445,23450.60156,0
03/02/2023-10:00,23395.69531,23395.69531,23424.97656,23379.40039,23424.97656,0
03/02/2023-11:00,23427.34766,23427.34766,23428.51172,23382.13477,23394.02539,0
03/02/2023-12:00,23355.7793,23355.7793,23433.51758,23347.5625,23425.99805,8091648
03/02/2023-13:00,23318.38281,23318.38281,23393.24414,23312.16016,23357.32031,333682688
03/02/2023-14:00,23314.35547,23314.35547,23344.92969,23245.02148,23319.23438,0
03/02/2023-15:00,23361.55273,23361.55273,23369.04688,23313.47656,23313.47656,0
03/02/2023-16:00,23285.54688,23285.54688,23383.64453,23283.57031,23363.4082,0
03/02/2023-17:00,23280.51758,23280.51758,23311.92969,23262.35938,23286.05859,0
03/02/2023-18:00,23422.83789,23422.83789,23422.83789,23273.68359,23279.84766,235489280
03/02/2023-19:00,23473.16211,23473.16211,23490.77344,23432.16211,23433.60156,0
03/02/2023-20:00,23470.21094,23470.21094,23538.10352,23448.34961,23474.32031,0
03/02/2023-21:00,23439.4668,23439.4668,23474.49414,23432.03906,23469.70703,0
03/02/2023-22:00,23497.2793,23497.2793,23540.16406,23429.11914,23438.4043,0
03/02/2023-23:00,23474.36523,23474.36523,23503.55078,23462.90234,23493.43164,0
03/03/2023-00:00,23433.93164,23433.93164,23479.34766,23420.3418,23476.63281,0
03/03/2023-01:00,22281.33984,22281.33984,23434.76563,22281.33984,23434.76563,2961405952
03/03/2023-02:00,22367.73633,22367.73633,22409.68359,22241.77734,22273.57422,1921878016
03/03/2023-03:00,22351.43945,22351.43945,22396.83789,22331.76172,22369.08203,557836288
03/03/2023-04:00,22400.91992,22400.91992,22400.91992,22327.03125,22351.98242,515405824
03/03/2023-05:00,22367.24609,22367.24609,22424.22852,22362.82031,22400.98633,283076608
03/03/2023-06:00,22402.16602,22402.16602,22415.99414,22360.46875,22367.36914,79058944
03/03/2023-07:00,22384.71289,22384.71289,22412.21875,22362.82617,22399.29297,4831232
03/03/2023-08:00,22430.00977,22430.00977,22434.16992,22381.13672,22381.13672,21671936
03/03/2023-09:00,22386.81445,22386.81445,22450.30664,22385.57813,22433.3457,222814208
03/03/2023-10:00,22377.41211,22377.41211,22396.57813,22373.43945,22387.40625,0
03/03/2023-11:00,22366.7793,22366.7793,22377.93164,22344.67383,22376.25781,29896704
03/03/2023-12:00,22356.09375,22356.09375,22382.02734,22347.53906,22365.17383,0
03/03/2023-13:00,22409.61914,22409.61914,22409.61914,22301.86914,22357.19141,0
03/03/2023-14:00,22412.71094,22412.71094,22438.83594,22397.69336,22407.56641,0
03/03/2023-15:00,22353.59961,22353.59961,22411.10156,22321.28711,22411.10156,200620032
03/03/2023-16:00,22371.07813,22371.07813,22375.45117,22349.27734,22350.68555,0
03/03/2023-17:00,22428.25195,22428.25195,22444.18555,22375.50391,22375.50391,20174848
03/03/2023-18:00,22335.35156,22335.35156,22427.82031,22306.67969,22427.82031,132208640
03/03/2023-19:00,22368.74023,22368.74023,22379.25977,22323.17773,22334.75195,0
03/03/2023-20:00,22332.62695,22332.62695,22382.75781,22315.92773,22369.26367,0
03/03/2023-21:00,22269.19141,22269.19141,22331.99805,22213.23828,22331.99805,509341696
03/03/2023-22:00,22339.60352,22339.60352,22339.60352,22263.60938,22271.11719,0
03/03/2023-23:00,22360.94141,22360.94141,22374.41406,22337.56055,22337.56055,66736128
03/04/2023-00:00,22389.22656,22389.22656,22389.22656,22354.375,22369.59961,45854720
03/04/2023-01:00,22363.08203,22363.08203,22395.16797,22363.08203,22386.91797,0
03/04/2023-02:00,22357.06836,22357.06836,22368.10352,22350.27539,22360.88672,0
03/04/2023-03:00,22356.99609,22356.99609,22360.44922,22347.34961,22356.18945,0
03/04/2023-04:00,22349.6875,22349.6875,22370.24805,22343.9668,22358.22656,0
03/04/2023-05:00,22331.75195,22331.75195,22357.71289,22314.82617,22350.31055,0
03/04/2023-06:00,22387.24805,22387.24805,22405.17773,22331.80664,22332.50195,0
03/04/2023-07:00,22376.17773,22376.17773,22386.21484,22369.3457,22385.90625,0
03/04/2023-08:00,22355.20508,22355.20508,22376.76563,22351.76563,22376.76563,0
03/04/2023-09:00,22359.69141,22359.69141,22378.82227,22352.66602,22353.35742,0
03/04/2023-10:00,22351.125,22351.125,22372.76563,22338.97852,22359.85547,0
03/04/2023-11:00,22356.54883,22356.54883,22361.5293,22344.90625,22350.48438,0
03/04/2023-12:00,22394.96289,22394.96289,22394.96289,22353.13867,22358.21484,0
03/04/2023-13:00,22370.42969,22370.42969,22395.90625,22366.83594,22395.90625,0
03/04/2023-14:00,22354.97461,22354.97461,22376.60352,22348.8457,22368.38672,0
03/04/2023-15:00,22337.29297,22337.29297,22365.92773,22331.75977,22354.42383,0
03/04/2023-16:00,22332.5332,22332.5332,22344.75,22316.5957,22335.80664,0
03/04/2023-17:00,22317.15234,22317.15234,22340.4375,22316.42383,22333.91992,0
03/04/2023-18:00,22328.14453,22328.14453,22332.41406,22289.85156,22316.67773,0
03/04/2023-19:00,22261.00781,22261.00781,22332.73242,22261.00781,22327.94531,0
03/04/2023-20:00,22256.77344,22256.77344,22271.58008,22198.98047,22261.47656,0
03/04/2023-21:00,22232.98633,22232.98633,22267.5293,22201.23633,22267.5293,0
03/04/2023-22:00,22314.14453,22314.14453,22351.41602,22223.66992,22229.20313,74371072
03/04/2023-23:00,22351.76367,22351.76367,22351.9043,22314.62305,22314.75391,0
03/05/2023-00:00,22376.98633,22376.98633,22376.98633,22332.57422,22354.14453,0
03/05/2023-01:00,22582.86719,22582.86719,22611.3418,22373.19922,22378.73047,868688896
03/05/2023-02:00,22378.51367,22378.51367,22605.97461,22307.14258,22595.84375,821526528
03/05/2023-03:00,22410.64453,22410.64453,22437.70508,22377.71094,22380.91602,245414912
03/05/2023-04:00,22464.77539,22464.77539,22464.77539,22404.47852,22404.47852,193912832
03/05/2023-05:00,22431.91602,22431.91602,22466.35742,22415.24023,22466.35742,0
03/05/2023-06:00,22430.83984,22430.83984,22431.73828,22417.78906,22429.38477,0
03/05/2023-07:00,22391.9668,22391.9668,22433.53711,22389.38281,22433.53711,69834752
03/05/2023-08:00,22343.61719,22343.61719,22406.23438,22343.61719,22390.54688,44585984
03/05/2023-09:00,22387.61719,22387.61719,22392.24219,22341.02148,22343.75781,118755328
03/05/2023-10:00,22413.62109,22413.62109,22422.89648,22380.58398,22386.73828,101008384
03/05/2023-11:00,22414.20117,22414.20117,22424.04297,22403.00195,22413.92383,48721920
03/05/2023-12:00,22429.6582,22429.6582,22429.6582,22405.96094,22412.90039,5582848
03/05/2023-13:00,22471.33203,22471.33203,22477.47266,22430.15039,22430.15039,232879104
03/05/2023-14:00,22447.80273,22447.80273,22473.47852,22440.32422,22470.65039,80493568
03/05/2023-15:00,22453.37891,22453.37891,22466.63086,22439.02539,22448.00781,41984
03/05/2023-16:00,22445.66797,22445.66797,22455.76367,22439.85938,22453.51953,0
03/05/2023-17:00,22438.79102,22438.79102,22458.30469,22438.79102,22447.01953,0
03/05/2023-18:00,22444.91992,22444.91992,22451.2832,22432.13477,22437.23438,0
03/05/2023-19:00,22415.08984,22415.08984,22450.12891,22402.68555,22444.9707,1872896
03/05/2023-20:00,22429.67969,22429.67969,22433.19141,22412.57617,22416.57031,0
03/05/2023-21:00,22482.66016,22482.66016,22496.99609,22387.78711,22428.68555,116079616
03/05/2023-22:00,22434.04297,22434.04297,22482.68359,22412.6875,22482.68359,0
03/05/2023-23:00,22436.89844,22436.89844,22449.51367,22388.27734,22435.93359,208470016
03/06/2023-00:00,22454.66016,22454.66016,22470.16797,22394.75977,22436.81641,111297536
03/06/2023-01:00,22371.4043,22371.4043,22465.22266,22369.53906,22454.32031,0
03/06/2023-02:00,22396.11914,22396.11914,22398.76172,22334.27539,22383.46875,0
03/06/2023-03:00,22397.87109,22397.87109,22411.43555,22390.72266,22397.72266,37185536
03/06/2023-04:00,22349.93164,22349.93164,22405.26758,22347.12891,22398.86133,207173632
03/06/2023-05:00,22370.80273,22370.80273,22370.80273,22331.31445,22349.08008,389962752
03/06/2023-06:00,22409.19531,22409.19531,22424.74219,22372.48438,22372.48438,334645248
03/06/2023-07:00,22401.48828,22401.48828,22429.1543,22398.80469,22409.42578,6326272
03/06/2023-08:00,22412.875,22412.875,22436.50195,22368.27344,22402.76172,204625920
03/06/2023-09:00,22400.65039,22400.65039,22420.10742,22388.07617,22413.52344,99900416
03/06/2023-10:00,22407.39258,22407.39258,22419.60742,22390.84961,22404.23438,57044992
03/06/2023-11:00,22382.92969,22382.92969,22411.8418,22377.77148,22411.04297,180435968
03/06/2023-12:00,22406.08984,22406.08984,22414.34375,22374.99609,22383.30273,133966848
03/06/2023-13:00,22450.34766,22450.34766,22462.0918,22402.08398,22405.07031,149267456
03/06/2023-14:00,22451.94727,22451.94727,22456.57617,22429.44727,22449.71875,267809792
03/06/2023-15:00,22562.41211,22562.41211,22575.91797,22450.05469,22456.55859,698477568
03/06/2023-16:00,22543.02148,22543.02148,22584.29297,22497.89258,22568.52344,717924352
03/06/2023-17:00,22496.43359,22496.43359,22537.65039,22496.33984,22537.65039,293703680
03/06/2023-18:00,22530.05859,22530.05859,22539.60352,22489.83398,22495.47266,297408512
03/06/2023-19:00,22435.79688,22435.79688,22525.86328,22394.9707,22525.86328,609628160
03/06/2023-20:00,22377.26758,22377.26758,22427.51563,22377.26758,22421.93164,347420672
03/06/2023-21:00,22418.11328,22418.11328,22425.66602,22361.41211,22369.77344,0
03/06/2023-22:00,22442.79102,22442.79102,22451.06836,22417.33789,22417.33789,0
03/06/2023-23:00,22430.16016,22430.16016,22456.08789,22418.08008,22444.15234,0
03/07/2023-00:00,22435.89453,22435.89453,22439.61523,22411.80078,22428.32227,32493568
03/07/2023-01:00,22486.98047,22486.98047,22506.92188,22437.92383,22437.92383,0
03/07/2023-02:00,22492.26172,22492.26172,22498.7168,22469.96484,22488.00586,0
03/07/2023-03:00,22469.37305,22469.37305,22527.41797,22468.05664,22496.64648,0
03/07/2023-04:00,22482.02344,22482.02344,22482.02344,22464.73438,22470.4668,0
03/07/2023-05:00,22472.00391,22472.00391,22486.07227,22466.92383,22485.04102,0
03/07/2023-06:00,22457.64063,22457.64063,22469.96875,22446.84766,22469.5918,0
03/07/2023-07:00,22431.91797,22431.91797,22459.0957,22431.63672,22456.47656,73686016
03/07/2023-08:00,22434.30859,22434.30859,22434.30859,22411.96484,22431.4707,0
03/07/2023-09:00,22390.47266,22390.47266,22434.74414,22378.9043,22434.74414,200067072
03/07/2023-10:00,22380.63672,22380.63672,22429.00391,22380.63672,22389.89258,140485632
03/07/2023-11:00,22376.06836,22376.06836,22402.06445,22376.06836,22381.03711,46473216
03/07/2023-12:00,22413.80469,22413.80469,22415.20703,22359.74023,22366.54102,280624128
03/07/2023-13:00,22369.54492,22369.54492,22421.41797,22369.54492,22410.79102,0
03/07/2023-14:00,22330.92773,22330.92773,22373.8125,22311.50977,22367.09961,584526848
03/07/2023-15:00,22352.11133,22352.11133,22393.67773,22069.68359,22327.60742,3199229952
03/07/2023-16:00,22272.45508,22272.45508,22375.42773,22248.0625,22348.74219,559777792
03/07/2023-17:00,22339.41406,22339.41406,22360.12695,22256.72852,22271.1543,402919424
03/07/2023-18:00,22207.26563,22207.26563,22342.99219,22207.26563,22339.04492,303972352
03/07/2023-19:00,22174.45117,22174.45117,22247.98633,22174.45117,22213.13086,0
03/07/2023-20:00,22079.625,22079.625,22174.23047,22053.12891,22174.23047,865130496
