rounded_time,sentiment_score_textblob,sentiment_score_vader,Adj Close,Close,High,Low,Open,Volume,price_indicator
2023-02-01 10:00:00,0.15931932870370372,0.28880083333333334,23016.99414,23016.99414,23026.38086,22971.46875,23013.80469,0,3.1699200000002747
2023-02-01 11:00:00,0.14786443062073312,0.20250840336134454,23075.47656,23075.47656,23094.96094,23013.99609,23016.28125,77869056,58.482420000000275
2023-02-01 12:00:00,0.12990782151875901,0.23752916666666665,23073.53516,23073.53516,23100.53516,23072.34766,23072.75,0,-1.9413999999997031
2023-02-01 13:00:00,0.10197583275734536,0.2677210084033613,23104.65039,23104.65039,23136.88281,23042.43164,23071.46094,0,31.11522999999943
2023-02-01 14:00:00,0.14949495926527176,0.203155,23116.50977,23116.50977,23142.10938,23060.51367,23103.40039,0,11.859380000001693
2023-02-01 15:00:00,0.14238869498556997,0.22188583333333334,23005.1875,23005.1875,23114.95117,22978.43945,23114.95117,60555264,-111.32227000000057
2023-02-01 16:00:00,0.09560787799968472,0.1248310924369748,22986.75391,22986.75391,23040.67188,22978.31055,22997.0918,0,-18.43359000000055
2023-02-01 17:00:00,0.14570323247354497,0.18485833333333332,23001.41406,23001.41406,23042.14648,22964.86914,22990.98438,0,14.660149999999703
2023-02-01 18:00:00,0.12605949197860963,0.25935147058823527,23097.67969,23097.67969,23097.67969,22970.63281,23001.25586,391512064,96.26563000000169
2023-02-01 19:00:00,0.1865740740740741,0.13597777777777778,23395.91992,23395.91992,23425.71875,22877.75,23099.58984,3253686272,298.2402299999994
2023-02-01 20:00:00,0.10425693183757699,0.1538720430107527,23543.38867,23543.38867,23605.52539,23370.76172,23389.10156,1692719104,147.46875
2023-02-01 21:00:00,0.1097847219695959,0.1558983193277311,23693.92383,23693.92383,23758.06836,23544.86133,23544.86133,479547392,150.53515999999945
2023-02-01 22:00:00,0.12748896404521404,0.2322825,23713.59766,23713.59766,23764.53906,23675.13672,23692.36914,0,19.673829999999725
2023-02-01 23:00:00,0.13464361199025066,0.17417983193277312,23721.75781,23721.75781,23764.53906,23710.15039,23712.79492,0,8.160149999999703
2023-02-02 00:00:00,0.0923133718133718,0.16548583333333333,24158.63281,24158.63281,24158.63281,23715.61914,23720.82422,1869010944,436.875
2023-02-02 01:00:00,0.12538879411548903,0.1946593220338983,23982.06445,23982.06445,24167.21094,23981.30664,24157.88477,800360448,-176.56835999999748
2023-02-02 02:00:00,0.14164336378490788,0.2220873949579832,23910.53711,23910.53711,23984.89648,23874.12109,23979.60547,295577600,-71.52734000000055
2023-02-02 03:00:00,0.12696114793771043,0.1738175,23884.85547,23884.85547,23936.33789,23879.07422,23911.14648,149219328,-25.681640000002517
2023-02-02 04:00:00,0.16795385022695947,0.18378151260504202,23906.75586,23906.75586,23910.23047,23864.65625,23886.69922,152709120,21.900390000002517
2023-02-02 05:00:00,0.13191565280784032,0.16530416666666667,23841.25391,23841.25391,23918.79102,23841.25391,23901.45313,222814208,-65.50195000000167
2023-02-02 06:00:00,0.15600052358906524,0.21530666666666667,23785.89648,23785.89648,23837.58789,23731.13867,23837.58789,400216064,-55.35743000000002
2023-02-02 07:00:00,0.09178610333022098,0.17354453781512608,23785.85742,23785.85742,23829.98828,23763.96875,23785.69141,0,-0.03905999999915366
2023-02-02 08:00:00,0.15322652116402116,0.18644083333333333,23815.52539,23815.52539,23847.20313,23785.54883,23785.54883,0,29.667969999998604
2023-02-02 09:00:00,0.17599365251150964,0.20522857142857143,23829.23438,23829.23438,23829.23438,23775.95313,23815.81641,62177280,13.708990000002814
2023-02-02 10:00:00,0.1358993017977393,0.22358166666666665,23799.60742,23799.60742,23842.32227,23792.36523,23828.78711,82540544,-29.626960000001418
2023-02-02 11:00:00,0.14705256057599805,0.19446916666666667,23825.13086,23825.13086,23845.44727,23792.25977,23798.22461,0,25.523440000000846
2023-02-02 12:00:00,0.1445921550438357,0.15492773109243696,23812.0,23812.0,23835.14648,23790.48438,23828.31055,144519168,-13.130860000001121
2023-02-02 13:00:00,0.12325011022927689,0.15373162393162393,23760.15234,23760.15234,23813.88477,23748.66602,23813.88477,92684288,-51.84765999999945
2023-02-02 14:00:00,0.11119076178451177,0.15161833333333333,23697.9707,23697.9707,23906.00977,23697.9707,23760.96094,1207996416,-62.18163999999888
2023-02-02 15:00:00,0.1355006764069264,0.18405416666666669,23844.84766,23844.84766,23872.19531,23602.05664,23678.0957,1117575168,146.87695999999778
2023-02-02 16:00:00,0.1322475467459711,0.17733193277310924,23821.71289,23821.71289,23875.11719,23795.33594,23845.0918,877658112,-23.13477000000057
2023-02-02 17:00:00,0.15298433366402117,0.1347925,23904.53516,23904.53516,23908.06641,23805.66406,23818.33594,356368384,82.82227000000057
2023-02-02 18:00:00,0.15296041017417067,0.23714117647058822,24065.15625,24065.15625,24091.53516,23895.18945,23899.5293,973668352,160.62109000000055
2023-02-02 19:00:00,0.15416662157287156,0.1950075,23819.87891,23819.87891,24061.60938,23768.45313,24061.60938,0,-245.27734000000055
2023-02-02 20:00:00,0.17829470580056517,0.19936,23830.20703,23830.20703,23830.41602,23786.58984,23817.51172,0,10.328120000001945
2023-02-02 21:00:00,0.17051260024211706,0.188172268907563,23610.62305,23610.62305,23881.95508,23609.51758,23829.26172,0,-219.58398000000307
2023-02-02 22:00:00,0.10166274651274651,0.172805,23588.82422,23588.82422,23602.89844,23484.73438,23587.86914,239054848,-21.798829999999725
2023-02-02 23:00:00,0.13195201944414128,0.1625361344537815,23468.5957,23468.5957,23590.10742,23468.5957,23585.83008,0,-120.22851999999693
2023-02-03 00:00:00,0.13057679473304473,0.19503333333333334,23565.34375,23565.34375,23581.61133,23469.41211,23469.41211,0,96.74804999999833
2023-02-03 01:00:00,0.11983758868446368,0.17715166666666665,23557.97266,23557.97266,23590.52734,23539.76758,23566.45703,0,-7.3710900000005495
2023-02-03 02:00:00,0.10419409430438842,0.1498067226890756,23478.67383,23478.67383,23578.98047,23443.95313,23557.42188,0,-79.29882999999973
2023-02-03 03:00:00,0.17121450492023407,0.16864500000000002,23537.25977,23537.25977,23538.11719,23439.82617,23480.38086,118257664,58.585940000000846
2023-02-03 04:00:00,0.1756688432948937,0.18412521008403362,23534.50586,23534.50586,23561.2793,23526.08398,23537.00391,0,-2.7539099999994505
2023-02-03 05:00:00,0.17953219847282348,0.1963575,23537.55859,23537.55859,23554.01367,23530.79883,23533.67969,0,3.0527299999994284
2023-02-03 06:00:00,0.10316725664381914,0.11789083333333333,23520.5957,23520.5957,23555.7207,23517.30469,23537.63867,0,-16.96288999999888
2023-02-03 07:00:00,0.09145350943407667,0.18315546218487394,23473.25977,23473.25977,23548.49414,23473.25977,23520.14258,150597632,-47.3359300000011
2023-02-03 08:00:00,0.18847750354635948,0.18528474576271187,23421.9707,23421.9707,23474.44141,23390.63281,23470.94922,330256384,-51.2890699999989
2023-02-03 09:00:00,0.24320137349100765,0.22542520325203252,23434.99219,23434.99219,23451.80078,23422.54102,23422.93359,9043968,13.021489999999176
2023-02-03 10:00:00,0.17067089613623226,0.20494453781512606,23438.65625,23438.65625,23444.27539,23390.38281,23435.16797,92084224,3.6640599999991537
2023-02-03 11:00:00,0.23249909060846558,0.2545875,23531.45117,23531.45117,23531.45117,23434.89063,23438.85547,389761024,92.79492000000027
2023-02-03 12:00:00,0.171767470245674,0.2549294117647059,23533.46484,23533.46484,23554.37305,23507.5957,23530.08984,125659136,2.0136700000002747
2023-02-03 13:00:00,0.1978822225228475,0.23544749999999998,23356.63672,23356.63672,23539.99023,23333.6543,23532.89453,954171392,-176.82812000000195
2023-02-03 14:00:00,0.17921572120009618,0.10711,23519.51563,23519.51563,23545.92773,23318.89258,23357.82422,0,162.8789100000031
2023-02-03 15:00:00,0.21075174514250142,0.22298991596638656,23608.42773,23608.42773,23676.63281,23450.94141,23520.59766,45928448,88.91209999999774
2023-02-03 16:00:00,0.198920912999038,0.25527916666666667,23575.79688,23575.79688,23678.10352,23575.79688,23608.12109,0,-32.630849999997736
2023-02-03 17:00:00,0.19374279257157406,0.21595042016806723,23585.17578,23585.17578,23645.44922,23539.11719,23572.95898,80295936,9.378899999999703
2023-02-03 18:00:00,0.20416097808441558,0.2028475,23436.81055,23436.81055,23576.85156,23422.35938,23576.85156,0,-148.36523000000307
2023-02-03 19:00:00,0.13439560034872533,0.186395,23362.09766,23362.09766,23441.72461,23362.09766,23438.66406,0,-74.71288999999888
2023-02-03 20:00:00,0.2012895476372367,0.27233781512605043,23357.0,23357.0,23393.45703,23279.95508,23357.95117,21811200,-5.0976599999994505
2023-02-03 21:00:00,0.19235228342749527,0.14927966101694917,23374.36133,23374.36133,23389.19141,23341.53906,23357.80859,0,17.361329999999725
2023-02-03 22:00:00,0.18090876502116,0.1292689075630252,23438.50977,23438.50977,23438.50977,23375.70703,23375.70703,0,64.14844000000085
2023-02-03 23:00:00,0.1663952395983646,0.19398583333333333,23449.14648,23449.14648,23464.9082,23430.06641,23441.91016,0,10.636709999998857
2023-02-04 00:00:00,0.16746541005291007,0.21989916666666667,23420.93945,23420.93945,23463.41797,23410.77734,23446.32031,0,-28.207029999997758
2023-02-04 01:00:00,0.1760168230486639,0.1798689075630252,23402.07813,23402.07813,23444.06836,23402.07813,23419.60938,0,-18.861319999999978
2023-02-04 02:00:00,0.2135857248075998,0.24978,23400.49023,23400.49023,23404.85938,23376.56641,23404.85938,0,-1.5879000000022643
2023-02-04 03:00:00,0.15418695508506433,0.25497899159663867,23353.15234,23353.15234,23400.07617,23353.15234,23400.07617,0,-47.33788999999888
2023-02-04 04:00:00,0.1424029977352894,0.20288416666666667,23345.75195,23345.75195,23364.22852,23332.96875,23353.23242,0,-7.400389999998879
2023-02-04 05:00:00,0.15547957702020201,0.24466416666666665,23320.41406,23320.41406,23346.9375,23291.79492,23344.89648,0,-25.337890000002517
2023-02-04 06:00:00,0.16829531812725088,0.24594873949579832,23349.20313,23349.20313,23349.20313,23299.70313,23322.04883,0,28.78907000000254
2023-02-04 07:00:00,0.13066059403559402,0.21130166666666667,23342.78906,23342.78906,23358.35156,23317.72266,23348.17969,0,-6.414070000002539
2023-02-04 08:00:00,0.1617829146810239,0.2447058823529412,23319.75586,23319.75586,23351.04883,23317.06641,23341.08398,0,-23.033199999998033
2023-02-04 09:00:00,0.17442415110930734,0.21955416666666666,23352.16602,23352.16602,23352.16602,23307.00977,23316.98828,0,32.41015999999945
2023-02-04 10:00:00,0.1179196973454786,0.28274000000000005,23355.85742,23355.85742,23365.42773,23347.67188,23352.39648,0,3.691399999999703
2023-02-04 11:00:00,0.17677261245407253,0.2640689075630252,23372.91211,23372.91211,23375.40625,23350.81836,23354.68359,0,17.054690000000846
2023-02-04 12:00:00,0.1235383407487574,0.23051833333333333,23410.75977,23410.75977,23410.75977,23365.12109,23372.50391,0,37.84765999999945
2023-02-04 13:00:00,0.1573387385257133,0.2338436974789916,23502.7793,23502.7793,23556.94922,23412.92578,23412.92578,0,92.01952999999776
2023-02-04 14:00:00,0.129261063011063,0.24883083333333333,23462.29297,23462.29297,23508.51953,23437.77539,23502.88867,0,-40.486329999999725
2023-02-04 15:00:00,0.1638702501202501,0.24429495798319328,23428.42969,23428.42969,23476.875,23409.44336,23464.61133,0,-33.86327999999776
2023-02-04 16:00:00,0.13996635000801666,0.22890833333333335,23409.23828,23409.23828,23447.50586,23394.70117,23430.57227,0,-19.19140999999945
2023-02-04 17:00:00,0.1763405276725589,0.252865,23453.67773,23453.67773,23457.58203,23405.54688,23412.46484,0,44.43944999999803
2023-02-04 18:00:00,0.13945437265815416,0.27101344537815125,23455.83594,23455.83594,23460.4375,23424.50195,23453.09961,0,2.158210000001418
2023-02-04 19:00:00,0.13536176046176046,0.22872333333333333,23436.70117,23436.70117,23460.62891,23433.83203,23453.59766,0,-19.13477000000057
2023-02-04 20:00:00,0.12104187887276122,0.22784369747899158,23425.50781,23425.50781,23447.33203,23414.03711,23436.82813,0,-11.193360000001121
2023-02-04 21:00:00,0.08557537427849927,0.21063583333333333,23424.16797,23424.16797,23427.73242,23406.2207,23424.16211,0,-1.3398400000005495
2023-02-04 22:00:00,0.11394271397005772,0.2630575,23429.03906,23429.03906,23447.65039,23413.7207,23423.86133,0,4.8710900000005495
2023-02-04 23:00:00,0.13317831678125797,0.20106302521008404,23329.74023,23329.74023,23433.125,23315.58203,23426.30273,94788608,-99.29882999999973
2023-02-05 00:00:00,0.1301809895351562,0.1763816666666667,23283.05664,23283.05664,23368.5293,23283.05664,23332.24805,124532736,-46.68359000000055
2023-02-05 01:00:00,0.1632678481260414,0.17379579831932773,23329.53516,23329.53516,23332.86328,23282.125,23282.125,37221376,46.47852000000057
2023-02-05 02:00:00,0.2210982293169793,0.24526416666666667,23312.82813,23312.82813,23351.5918,23312.82813,23328.83984,0,-16.707029999997758
2023-02-05 03:00:00,0.0900187290825421,0.15232941176470588,23340.38086,23340.38086,23342.46094,23305.92188,23311.49023,27057152,27.55272999999943
2023-02-05 04:00:00,0.1603944228996312,0.15912166666666666,23376.60938,23376.60938,23379.37109,23340.05078,23340.05078,0,36.22852000000057
2023-02-05 05:00:00,0.17388185125060124,0.21839333333333333,23389.44922,23389.44922,23397.55078,23371.55859,23376.44336,0,12.839839999996912
2023-02-05 06:00:00,0.10704968350976753,0.18927226890756302,23404.69727,23404.69727,23413.40234,23361.14453,23390.44336,5963776,15.248050000001967
2023-02-05 07:00:00,0.14654620610870608,0.23036,23390.07617,23390.07617,23414.61523,23383.03125,23405.42969,0,-14.621100000000297
2023-02-05 08:00:00,0.1934108087679516,0.28301596638655463,23409.39844,23409.39844,23423.43555,23386.24805,23391.2207,49857536,19.32227000000057
2023-02-05 09:00:00,0.11309432619849286,0.2056208333333333,23380.31055,23380.31055,23415.44336,23378.9375,23409.02148,0,-29.087890000002517
2023-02-05 10:00:00,0.15424769645863395,0.25340999999999997,23407.15625,23407.15625,23411.80078,23376.98242,23381.33789,0,26.84570000000167
2023-02-05 11:00:00,0.15107365673542142,0.1973983193277311,23379.6543,23379.6543,23416.51367,23369.01367,23407.81836,147315712,-27.50195000000167
2023-02-05 12:00:00,0.11065311046977713,0.17423916666666667,23170.60156,23170.60156,23384.24023,23139.46875,23379.13867,544840704,-209.05273999999918
2023-02-05 13:00:00,0.13043023472015067,0.16861512605042017,23187.49609,23187.49609,23227.46094,23118.88281,23168.89648,91201536,16.894530000001396
2023-02-05 14:00:00,0.11847168109668109,0.19089916666666665,23201.74805,23201.74805,23223.42969,23178.38477,23184.97461,26700800,14.25195999999778
2023-02-05 15:00:00,0.14777122414622415,0.15980416666666666,23122.10352,23122.10352,23214.80469,23102.97266,23200.125,275629056,-79.64452999999776
2023-02-05 16:00:00,0.11899643695862182,0.20228067226890756,23092.48242,23092.48242,23155.125,23075.28711,23122.76172,370443264,-29.621100000000297
2023-02-05 17:00:00,0.14194142766955267,0.1957425,22896.5625,22896.5625,23093.19727,22896.5625,23093.03125,1094432768,-195.91992000000027
2023-02-05 18:00:00,0.10169637551990493,0.19242100840336135,22875.31641,22875.31641,22939.14453,22875.31641,22897.44531,356567040,-21.24609000000055
2023-02-05 19:00:00,0.12017647657126823,0.159145,22920.02734,22920.02734,22920.97266,22841.75977,22872.50195,534308864,44.7109300000011
2023-02-05 20:00:00,0.12028691678691678,0.21946166666666667,22895.95508,22895.95508,22946.04883,22887.0918,22919.27148,146974720,-24.072260000000824
2023-02-05 21:00:00,0.09340983994607945,0.15919663865546219,22906.77539,22906.77539,22910.73242,22861.54297,22895.71289,243505152,10.820309999999154
2023-02-05 22:00:00,0.09923136323552989,0.1928375,22996.46875,22996.46875,23024.90234,22906.9082,22908.36719,384677888,89.69336000000112
2023-02-05 23:00:00,0.1665983653562435,0.16452268907563025,22957.0,22957.0,22998.25,22938.64258,22998.02148,0,-39.46875
2023-02-06 00:00:00,0.14071133457591792,0.1833925,23060.75195,23060.75195,23081.58398,22945.30664,22954.02148,23095296,103.75195000000167
2023-02-06 01:00:00,0.1257067600609267,0.2050775,22998.47656,22998.47656,23067.06445,22996.84961,23061.93555,0,-62.27539000000252
2023-02-06 02:00:00,0.142762828616295,0.19517142857142858,22913.2168,22913.2168,23010.70117,22913.2168,22998.31836,95125504,-85.25976000000082
2023-02-06 03:00:00,0.10636401012182262,0.23028583333333333,22909.91602,22909.91602,22935.88672,22884.87305,22909.125,147273728,-3.300779999997758
2023-02-06 04:00:00,0.11378453275249494,0.2075529411764706,22889.41602,22889.41602,22934.85352,22888.80078,22908.74023,21579776,-20.5
2023-02-06 05:00:00,0.1451558817340067,0.16132083333333333,22786.81055,22786.81055,22894.87891,22734.48242,22886.11133,821516288,-102.60547000000224
2023-02-06 06:00:00,0.12446835552402778,0.16366470588235293,22799.48047,22799.48047,22809.91797,22749.41016,22788.11328,236310528,12.669920000000275
2023-02-06 07:00:00,0.1017236902757736,0.1489258333333333,22880.66602,22880.66602,22880.92188,22775.66211,22796.87109,361725952,81.18555000000197
2023-02-06 08:00:00,0.1586365891053391,0.22645583333333336,22868.7207,22868.7207,22911.28125,22860.32813,22881.72852,484134912,-11.945319999998901
2023-02-06 09:00:00,0.09739182036450943,0.1654512605042017,22843.20313,22843.20313,22883.46484,22835.35547,22868.49609,246626304,-25.517569999999978
2023-02-06 10:00:00,0.15497119633838385,0.18507916666666666,22845.25391,22845.25391,22862.82813,22824.99805,22843.61328,242558976,2.050779999997758
2023-02-06 11:00:00,0.11888639420414629,0.15943613445378152,22880.10547,22880.10547,22880.10547,22771.3125,22846.03516,381337600,34.851559999999154
2023-02-06 12:00:00,0.1124462031024531,0.17612833333333333,22893.54297,22893.54297,22926.91016,22851.92773,22880.27148,0,13.4375
2023-02-06 13:00:00,0.1171454946601431,0.14946083333333335,22841.50195,22841.50195,22921.81641,22840.32617,22894.94922,0,-52.041019999996934
2023-02-06 14:00:00,0.134437925170068,0.17977058823529413,22813.62305,22813.62305,22883.10352,22809.03516,22841.91992,521119744,-27.87890000000334
2023-02-06 15:00:00,0.1773497033830367,0.18523666666666666,22997.98633,22997.98633,22997.98633,22777.13477,22824.08594,603492352,184.3632800000014
2023-02-06 16:00:00,0.11218328556169942,0.18110252100840338,23010.26563,23010.26563,23119.2793,22969.70117,22997.69922,1123516416,12.279300000001967
2023-02-06 17:00:00,0.1502712942921276,0.15395499999999998,23044.55859,23044.55859,23061.76367,22970.99609,23008.19531,0,34.29295999999886
2023-02-06 18:00:00,0.13018266397468076,0.15663277310924367,23007.61914,23007.61914,23069.14063,22972.35742,23044.13477,0,-36.93945000000167
2023-02-06 19:00:00,0.08964151434984768,0.198025,23023.82227,23023.82227,23100.65039,23006.27148,23008.93164,0,16.203130000001693
2023-02-06 20:00:00,0.19131693422318422,0.20442833333333335,23013.2793,23013.2793,23027.94141,22990.76563,23025.28125,112173056,-10.542970000002242
2023-02-06 21:00:00,0.1530850724128035,0.17699411764705883,22938.07227,22938.07227,23014.21484,22938.07227,23014.10352,0,-75.20702999999776
2023-02-06 22:00:00,0.1584252695606862,0.22063333333333332,22894.39648,22894.39648,22936.46484,22882.90039,22936.46484,0,-43.67579000000114
2023-02-06 23:00:00,0.1455399728073047,0.1690764705882353,22759.40234,22759.40234,22893.60352,22692.02539,22893.60352,824891392,-134.99413999999888
2023-02-07 00:00:00,0.1143169141814975,0.11399333333333334,22804.04297,22804.04297,22823.19727,22756.25781,22757.26758,187607040,44.640629999998055
2023-02-07 01:00:00,0.1912232400535972,0.1649797619047619,22848.49805,22848.49805,22854.86133,22798.58789,22806.59766,170907648,44.455079999999725
2023-02-08 01:00:00,0.1321545584045584,0.20596538461538463,23302.65234,23302.65234,23367.95898,23302.39648,23319.68945,287541248,454.1542900000022
2023-02-08 02:00:00,0.10795937314319666,0.18564453781512605,23268.88867,23268.88867,23313.03906,23268.88867,23303.20313,0,-33.763670000000275
2023-02-08 03:00:00,0.1405801467051467,0.23718333333333333,23278.87109,23278.87109,23287.45313,23245.40234,23263.55469,0,9.982420000000275
2023-02-08 04:00:00,0.1365138119641796,0.19004537815126052,23261.64844,23261.64844,23281.87305,23250.33398,23277.91797,0,-17.222649999999703
2023-02-08 05:00:00,0.12885994243025492,0.20949166666666666,23233.41406,23233.41406,23260.87695,23204.44141,23260.43555,0,-28.234380000001693
2023-02-08 06:00:00,0.12637965668590667,0.18488749999999998,23197.90625,23197.90625,23237.32227,23197.90625,23233.42188,0,-35.507809999999154
2023-02-08 07:00:00,0.13646243870508576,0.21072857142857143,23229.33984,23229.33984,23233.05664,23194.69336,23196.79492,0,31.43359000000055
2023-02-08 08:00:00,0.2044440836940837,0.21442750000000002,23203.46289,23203.46289,23233.00195,23180.54492,23228.38867,0,-25.87695000000167
2023-02-08 09:00:00,0.08404240231446114,0.1826403361344538,23190.50391,23190.50391,23229.79492,23190.25391,23204.51563,0,-12.958979999999428
2023-02-08 10:00:00,0.12721704996392497,0.23028166666666666,23169.34961,23169.34961,23202.19922,23163.32227,23194.4082,0,-21.15429999999833
2023-02-08 11:00:00,0.0447446188071188,0.2040583333333333,23172.47852,23172.47852,23188.30273,23158.92383,23170.98633,0,3.1289099999994505
2023-02-08 12:00:00,0.18943445560042196,0.28708067226890754,23126.96484,23126.96484,23191.31641,23121.50586,23175.27734,31447040,-45.51368000000002
2023-02-08 13:00:00,0.1458157875523947,0.2543416666666667,23126.94922,23126.94922,23146.74414,23084.47266,23133.22656,219377664,-0.0156200000019453
2023-02-08 14:00:00,0.10091230397117523,0.2889361344537815,23054.50195,23054.50195,23134.9043,23049.64648,23125.62109,233406464,-72.44726999999693
2023-02-08 15:00:00,0.14049308561808563,0.23306666666666667,22890.39648,22890.39648,23063.91992,22888.02344,23056.52539,459145216,-164.10547000000224
2023-02-08 16:00:00,0.12412027417027417,0.2044875,22940.56836,22940.56836,22940.56836,22731.09766,22887.66797,1264515072,50.17188000000169
2023-02-08 17:00:00,0.15229849515563804,0.16885882352941178,22980.88477,22980.88477,23010.95313,22933.79883,22941.125,0,40.31640999999945
2023-02-08 18:00:00,0.27279923039923043,0.37330250000000004,22888.83984,22888.83984,23023.36719,22863.91406,22986.4043,0,-92.04493000000002
2023-02-08 19:00:00,0.12746833013508432,0.3049789915966386,22884.49609,22884.49609,22918.24414,22850.77539,22887.32813,0,-4.34375
2023-02-08 20:00:00,0.09583177947631073,0.2805108333333333,22855.48242,22855.48242,22906.21875,22813.49219,22884.71484,0,-29.013670000000275
2023-02-08 21:00:00,0.15008738470135527,0.21392941176470587,22973.08008,22973.08008,22974.43359,22843.42773,22850.36523,0,117.59765999999945
2023-02-08 22:00:00,0.15819249539041205,0.21047,22944.28125,22944.28125,22982.68945,22944.28125,22971.68359,0,-28.798829999999725
2023-02-08 23:00:00,0.13651741121532787,0.2238725,22938.39258,22938.39258,22960.26953,22895.61719,22943.83008,57280512,-5.888670000000275
